# Target Sample Rate: 200 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-06 23:43:56.086
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:44:01:033,-0.0167,0.0108,0.0176,0.03
23:44:01:047,0.0072,0.0060,0.0032,0.01
23:44:01:065,-0.0166,0.0060,0.0030,0.02
23:44:01:084,-0.0119,0.0060,0.0123,0.02
23:44:01:104,-0.0119,0.0060,0.0118,0.02
23:44:01:117,-0.0023,0.0060,0.0161,0.02
23:44:01:117,-0.0071,0.0060,0.0207,0.02
23:44:01:132,-0.0168,0.0060,0.0062,0.02
23:44:01:143,-0.0117,0.0060,0.0154,0.02
23:44:01:143,-0.0021,-0.0035,0.0106,0.01
23:44:01:149,-0.0069,-0.0034,0.0057,0.01
23:44:01:162,-0.0164,0.0109,0.0104,0.02
23:44:01:182,0.0025,0.0109,0.0006,0.01
23:44:01:198,-0.0070,0.0061,0.0146,0.02
23:44:01:213,-0.0118,0.0109,0.0189,0.02
23:44:01:230,-0.0163,0.0061,0.0138,0.02
23:44:01:245,-0.0115,0.0108,0.0136,0.02
23:44:01:262,-0.0020,0.0107,0.0038,0.01
23:44:01:280,-0.0114,0.0202,0.0130,0.03
23:44:01:299,-0.0068,0.0011,0.0031,0.01
23:44:01:315,-0.0162,0.0059,0.0220,0.03
23:44:01:327,-0.0067,0.0105,0.0122,0.02
23:44:01:328,-0.0114,0.0010,0.0121,0.02
23:44:01:335,-0.0067,-0.0037,0.0167,0.02
23:44:01:345,-0.0114,0.0012,0.0070,0.01
23:44:01:365,-0.0064,0.0012,0.0116,0.01
23:44:01:381,-0.0018,0.0156,0.0065,0.02
23:44:01:396,-0.0066,0.0108,0.0111,0.02
23:44:01:396,-0.0066,0.0108,0.0015,0.01
23:44:01:400,-0.0065,0.0107,-0.0033,0.01
23:44:01:413,-0.0113,0.0106,0.0063,0.02
23:44:01:431,-0.0064,0.0057,0.0014,0.01
23:44:01:449,-0.0112,0.0103,0.0107,0.02
23:44:01:465,-0.0065,0.0008,0.0010,0.01
23:44:01:481,-0.0065,0.0199,0.0059,0.02
23:44:01:498,-0.0017,0.0010,0.0011,0.00
23:44:01:514,-0.0111,0.0105,0.0153,0.02
23:44:01:532,-0.0110,-0.0038,-0.0039,0.01
23:44:01:548,-0.0016,0.0154,0.0009,0.02
23:44:01:564,-0.0159,0.0104,0.0057,0.02
23:44:01:581,0.0031,0.0103,0.0055,0.01
23:44:01:599,-0.0063,0.0151,0.0055,0.02
23:44:01:615,-0.0015,0.0055,0.0006,0.01
23:44:01:630,-0.0017,0.0198,0.0055,0.02
23:44:01:648,-0.0065,0.0006,-0.0041,0.01
23:44:01:666,-0.0162,0.0148,-0.0040,0.02
23:44:01:683,-0.0019,0.0147,0.0054,0.02
23:44:01:696,-0.0021,0.0004,0.0101,0.01
23:44:01:697,-0.0022,0.0099,0.0100,0.01
23:44:01:701,-0.0069,0.0146,0.0194,0.03
23:44:01:717,-0.0117,0.0003,-0.0045,0.01
23:44:01:730,-0.0023,0.0051,0.0049,0.01
23:44:01:731,-0.0118,0.0145,0.0001,0.02
23:44:01:736,-0.0071,0.0145,0.0049,0.02
23:44:01:747,-0.0071,0.0097,0.0096,0.02
23:44:01:764,0.0024,0.0097,-0.0001,0.01
23:44:01:782,-0.0120,0.0144,0.0048,0.02
23:44:01:801,0.0024,0.0049,0.0045,0.01
23:44:01:819,-0.0072,0.0046,0.0091,0.01
23:44:01:834,-0.0026,0.0046,-0.0006,0.01
23:44:01:834,-0.0169,0.0046,0.0089,0.02
23:44:01:835,-0.0121,0.0094,0.0088,0.02
23:44:01:847,-0.0072,0.0045,0.0039,0.01
23:44:01:848,-0.0025,0.0045,0.0086,0.01
23:44:01:852,-0.0025,0.0093,0.0038,0.01
23:44:01:864,-0.0073,-0.0002,0.0132,0.02
23:44:01:883,-0.0119,0.0046,0.0084,0.02
23:44:01:892,-0.0025,0.0094,0.0083,0.01
23:44:01:893,-0.0120,0.0046,0.0082,0.02
23:44:01:906,-0.0120,-0.0001,0.0034,0.01
23:44:01:907,-0.0023,0.0047,-0.0014,0.01
23:44:01:908,-0.0072,0.0046,0.0034,0.01
23:44:01:923,-0.0024,0.0046,-0.0014,0.01
23:44:01:940,0.0023,0.0048,-0.0014,0.01
23:44:01:957,-0.0119,0.0143,0.0080,0.02
23:44:01:970,-0.0166,0.0048,-0.0017,0.02
23:44:01:971,-0.0071,0.0049,0.0031,0.01
23:44:01:972,-0.0165,0.0049,0.0031,0.02
23:44:01:987,-0.0117,0.0049,-0.0017,0.01
23:44:02:002,-0.0069,0.0049,-0.0065,0.01
23:44:02:020,-0.0023,0.0003,0.0031,0.00
23:44:02:028,-0.0118,0.0097,0.0031,0.02
23:44:02:032,-0.0070,0.0049,0.0078,0.01
23:44:02:045,-0.0023,0.0097,-0.0113,0.02
23:44:02:052,-0.0072,0.0238,-0.0064,0.03
23:44:02:067,0.0023,-0.0001,0.0032,0.00
23:44:02:076,-0.0072,0.0048,-0.0063,0.01
23:44:02:078,-0.0073,-0.0047,-0.0110,0.01
23:44:02:083,-0.0073,0.0096,-0.0062,0.01
23:44:02:098,-0.0073,0.0143,-0.0061,0.02
23:44:02:120,-0.0073,0.0050,-0.0059,0.01
23:44:02:135,-0.0168,0.0051,-0.0059,0.02
23:44:02:151,-0.0166,0.0051,-0.0104,0.02
23:44:02:163,-0.0022,0.0193,-0.0007,0.02
23:44:02:164,-0.0070,0.0192,-0.0055,0.02
23:44:02:168,-0.0022,0.0049,0.0041,0.01
23:44:02:181,-0.0117,-0.0046,-0.0007,0.01
23:44:02:199,-0.0069,0.0004,-0.0007,0.01
23:44:02:216,-0.0021,-0.0043,-0.0007,0.00
23:44:02:233,-0.0068,0.0101,0.0041,0.01
23:44:02:250,-0.0115,0.0054,-0.0006,0.01
23:44:02:266,-0.0068,0.0008,0.0090,0.01
23:44:02:282,-0.0020,0.0102,-0.0006,0.01
23:44:02:299,-0.0020,0.0005,-0.0053,0.01
23:44:02:316,-0.0069,0.0053,-0.0003,0.01
23:44:02:333,-0.0117,0.0100,-0.0051,0.02
23:44:02:349,-0.0069,0.0004,0.0044,0.01
23:44:02:365,-0.0118,-0.0042,-0.0002,0.01
23:44:02:383,-0.0022,0.0053,-0.0049,0.01
23:44:02:399,-0.0023,0.0101,-0.0001,0.01
23:44:02:415,-0.0022,0.0099,0.0046,0.01
23:44:02:431,-0.0022,0.0053,0.0093,0.01
23:44:02:451,-0.0070,0.0053,-0.0002,0.01
23:44:02:467,-0.0020,0.0053,-0.0050,0.01
23:44:02:481,-0.0068,0.0147,-0.0050,0.02
23:44:02:481,-0.0068,0.0004,-0.0050,0.01
23:44:02:484,-0.0021,0.0099,-0.0002,0.01
23:44:02:497,-0.0021,0.0004,0.0045,0.01
23:44:02:504,0.0025,0.0098,-0.0002,0.01
23:44:02:516,-0.0023,0.0003,0.0046,0.01
23:44:02:517,-0.0071,0.0098,-0.0002,0.01
23:44:02:519,-0.0024,0.0145,0.0045,0.02
23:44:02:532,-0.0119,0.0096,0.0045,0.02
23:44:02:532,-0.0071,0.0049,0.0092,0.01
23:44:02:535,-0.0117,0.0097,-0.0051,0.02
23:44:02:549,-0.0070,0.0049,-0.0003,0.01
23:44:02:555,-0.0071,0.0142,0.0044,0.02
23:44:02:568,-0.0023,0.0094,-0.0052,0.01
23:44:02:568,-0.0023,0.0047,0.0091,0.01
23:44:02:571,-0.0119,0.0046,-0.0004,0.01
23:44:02:586,-0.0118,-0.0001,-0.0004,0.01
23:44:02:602,-0.0023,0.0000,0.0091,0.01
23:44:02:627,-0.0165,0.0094,0.0041,0.02
23:44:02:639,-0.0068,0.0096,-0.0054,0.01
23:44:02:640,-0.0068,0.0048,-0.0054,0.01
23:44:02:651,-0.0069,0.0095,0.0042,0.01
23:44:02:651,-0.0069,0.0048,0.0089,0.01
23:44:02:665,-0.0164,0.0001,-0.0055,0.02
23:44:02:671,-0.0115,0.0002,-0.0005,0.01
23:44:02:683,-0.0067,0.0097,0.0042,0.01
23:44:02:684,-0.0020,0.0097,0.0089,0.01
23:44:02:686,-0.0020,0.0050,0.0041,0.01
23:44:02:700,0.0027,0.0097,-0.0007,0.01
23:44:02:701,-0.0022,0.0002,-0.0007,0.00
23:44:02:701,-0.0117,0.0051,0.0088,0.02
23:44:02:717,0.0027,0.0051,0.0040,0.01
23:44:02:735,-0.0067,0.0052,-0.0007,0.01
23:44:02:751,-0.0114,0.0053,0.0039,0.01
23:44:02:768,-0.0018,0.0101,0.0039,0.01
23:44:02:783,-0.0017,0.0053,-0.0008,0.01
23:44:02:803,-0.0158,0.0148,-0.0008,0.02
23:44:02:822,-0.0110,0.0051,0.0040,0.01
23:44:02:832,0.0033,0.0005,-0.0056,0.01
23:44:02:836,-0.0015,0.0100,-0.0103,0.01
23:44:02:857,-0.0110,0.0052,0.0040,0.01
23:44:02:884,-0.0063,0.0100,0.0040,0.01
23:44:02:908,0.0034,0.0052,-0.0008,0.01
23:44:02:919,-0.0061,0.0145,-0.0009,0.02
23:44:02:919,-0.0109,0.0145,-0.0056,0.02
23:44:02:938,-0.0060,0.0049,0.0039,0.01
23:44:02:943,-0.0058,0.0145,0.0039,0.02
23:44:02:951,-0.0059,0.0001,-0.0008,0.01
23:44:02:956,-0.0011,0.0191,0.0040,0.02
23:44:02:964,-0.0106,0.0094,0.0040,0.01
23:44:02:966,-0.0106,0.0047,-0.0103,0.02
23:44:02:972,-0.0106,-0.0048,-0.0055,0.01
23:44:02:984,-0.0105,0.0095,0.0041,0.01
23:44:03:000,-0.0152,-0.0095,-0.0103,0.02
23:44:03:016,-0.0055,0.0047,-0.0007,0.01
23:44:03:022,-0.0056,0.0047,-0.0007,0.01
23:44:03:031,-0.0103,0.0094,-0.0055,0.01
23:44:03:032,-0.0054,0.0094,0.0041,0.01
23:44:03:037,-0.0055,0.0046,-0.0054,0.01
23:44:03:055,-0.0007,0.0093,-0.0101,0.01
23:44:03:074,-0.0007,0.0095,0.0040,0.01
23:44:03:090,-0.0102,0.0095,0.0039,0.01
23:44:03:105,-0.0150,0.0141,-0.0056,0.02
23:44:03:106,-0.0102,0.0046,-0.0056,0.01
23:44:03:118,-0.0055,-0.0001,-0.0103,0.01
23:44:03:132,-0.0056,0.0048,0.0040,0.01
23:44:03:133,-0.0104,-0.0047,-0.0008,0.01
23:44:03:138,-0.0056,0.0096,0.0040,0.01
23:44:03:151,-0.0056,0.0048,0.0087,0.01
23:44:03:169,-0.0104,-0.0047,-0.0010,0.01
23:44:03:184,-0.0057,-0.0047,0.0038,0.01
23:44:03:201,-0.0009,0.0144,-0.0011,0.01
23:44:03:216,-0.0058,0.0047,0.0038,0.01
23:44:03:217,-0.0105,0.0048,0.0037,0.01
23:44:03:218,-0.0009,0.0048,0.0037,0.01
23:44:03:223,-0.0009,0.0049,0.0084,0.01
23:44:03:235,0.0038,0.0096,-0.0012,0.01
23:44:03:236,-0.0106,0.0096,-0.0011,0.01
23:44:03:238,-0.0058,0.0048,0.0084,0.01
23:44:03:252,-0.0057,0.0000,0.0083,0.01
23:44:03:252,-0.0104,0.0143,0.0082,0.02
23:44:03:253,-0.0009,0.0048,0.0034,0.01
23:44:03:270,-0.0057,0.0143,-0.0014,0.02
23:44:03:285,-0.0105,0.0097,-0.0014,0.01
23:44:03:302,-0.0010,0.0048,-0.0203,0.02
23:44:03:317,-0.0103,0.0142,-0.0058,0.02
23:44:03:323,-0.0055,-0.0048,-0.0008,0.01
23:44:03:336,0.0040,0.0143,0.0039,0.02
23:44:03:337,-0.0056,-0.0000,-0.0104,0.01
23:44:03:339,-0.0009,0.0096,-0.0055,0.01
23:44:03:353,-0.0057,0.0143,-0.0055,0.02
23:44:03:370,-0.0104,-0.0001,-0.0100,0.01
23:44:03:386,-0.0104,0.0049,-0.0049,0.01
23:44:03:401,-0.0008,0.0097,-0.0047,0.01
23:44:03:401,-0.0056,0.0049,-0.0047,0.01
23:44:03:404,-0.0198,-0.0046,0.0049,0.02
23:44:03:418,-0.0054,0.0050,-0.0094,0.01
23:44:03:424,-0.0150,0.0003,-0.0093,0.02
23:44:03:436,-0.0007,0.0098,-0.0092,0.01
23:44:03:437,-0.0055,0.0098,-0.0091,0.01
23:44:03:439,-0.0150,0.0002,-0.0090,0.02
23:44:03:454,-0.0006,0.0051,-0.0042,0.01
23:44:03:471,0.0041,0.0098,-0.0090,0.01
23:44:03:495,-0.0007,0.0144,-0.0042,0.02
23:44:03:507,-0.0007,0.0047,0.0006,0.00
23:44:03:508,0.0040,0.0047,0.0006,0.01
23:44:03:520,-0.0056,0.0047,0.0006,0.01
23:44:03:533,-0.0009,0.0097,-0.0134,0.02
23:44:03:534,-0.0057,0.0003,-0.0133,0.01
23:44:03:538,0.0037,0.0098,-0.0084,0.01
23:44:03:550,-0.0154,0.0051,0.0011,0.02
23:44:03:551,-0.0105,0.0098,0.0011,0.01
23:44:03:554,0.0037,0.0146,-0.0131,0.02
23:44:03:569,-0.0058,0.0004,0.0060,0.01
23:44:03:587,0.0036,0.0053,-0.0131,0.01
23:44:03:606,-0.0108,0.0100,-0.0130,0.02
23:44:03:622,-0.0012,0.0051,-0.0081,0.01
23:44:03:638,-0.0108,0.0099,-0.0127,0.02
23:44:03:652,-0.0106,0.0098,-0.0220,0.03
23:44:03:653,-0.0058,0.0098,0.0209,0.02
23:44:03:654,-0.0106,0.0098,-0.0363,0.04
23:44:03:668,-0.0105,0.0098,0.0163,0.02
23:44:03:675,-0.0010,0.0051,-0.0744,0.07
23:44:03:686,-0.0011,0.0004,0.1067,0.11
23:44:03:687,-0.0106,0.0148,-0.1174,0.12
23:44:03:690,-0.0058,0.0004,0.1448,0.14
23:44:03:705,-0.0344,0.0338,-0.1556,0.16
23:44:03:723,-0.0058,0.0050,0.0259,0.03
23:44:03:739,-1.6010,3.3377,-0.1170,3.70
23:44:03:757,0.8222,-0.5967,0.0262,1.02
23:44:03:771,0.2775,-1.0054,-0.0029,1.04
23:44:03:772,0.1187,-0.6125,0.0304,0.62
23:44:03:773,-0.0103,-0.2703,-0.0269,0.27
23:44:03:786,-0.1847,0.3063,0.0020,0.36
23:44:03:786,-0.1785,0.3987,-0.0028,0.44
23:44:03:790,-0.1297,0.4193,-0.0075,0.44
23:44:03:802,-0.0054,0.3875,-0.0122,0.39
23:44:03:819,0.1620,0.1673,0.0070,0.23
23:44:03:837,0.1146,0.4933,0.0116,0.51
23:44:03:855,0.1008,0.4497,0.0162,0.46
23:44:03:871,0.0611,0.4954,0.0257,0.50
23:44:03:886,0.1098,0.3155,0.0018,0.33
23:44:03:904,0.1292,0.3149,-0.0220,0.34
23:44:03:920,-0.0109,0.2430,0.0018,0.24
23:44:03:936,-0.0485,0.4344,0.0020,0.44
23:44:03:946,0.0709,0.3057,0.0210,0.31
23:44:03:947,0.0324,0.2556,-0.0029,0.26
23:44:03:957,-0.0532,0.2628,-0.0029,0.27
23:44:03:957,-0.0433,0.3366,0.0114,0.34
23:44:03:971,-0.0619,0.3338,-0.0124,0.34
23:44:03:972,-0.0519,0.2977,0.0067,0.30
23:44:03:972,-0.0181,0.2762,0.0066,0.28
23:44:03:992,-0.0131,0.1551,-0.0172,0.16
23:44:04:003,0.1114,0.2478,-0.0173,0.27
23:44:04:004,0.1153,0.2931,0.0114,0.32
23:44:04:006,0.1192,0.3760,-0.0030,0.39
23:44:04:020,0.0612,0.5058,-0.0124,0.51
23:44:04:021,0.1508,0.5206,-0.0123,0.54
23:44:04:021,0.1495,0.4688,-0.0170,0.49
23:44:04:037,0.1528,0.4698,-0.0026,0.49
23:44:04:056,-0.0156,0.0960,0.0019,0.10
23:44:04:073,0.0311,0.3859,-0.0172,0.39
23:44:04:090,-0.1463,0.1810,0.0163,0.23
23:44:04:096,-0.1355,0.0796,-0.0646,0.17
23:44:04:108,-0.1296,0.0980,0.0357,0.17
23:44:04:109,-0.0288,-0.1165,-0.0074,0.12
23:44:04:112,-0.1237,0.0650,-0.0168,0.14
23:44:04:116,-0.1131,0.2211,0.0166,0.25
23:44:04:121,0.0208,0.0720,-0.0215,0.08
23:44:04:134,-0.0413,0.2756,0.0119,0.28
23:44:04:135,0.0873,0.2875,-0.0025,0.30
23:44:04:136,0.1102,0.2947,0.0165,0.32
23:44:04:141,0.2185,0.3539,0.0164,0.42
23:44:04:160,0.2641,0.2323,-0.0217,0.35
23:44:04:180,0.2857,0.2445,-0.0265,0.38
23:44:04:193,0.2394,0.1516,-0.0596,0.29
23:44:04:193,0.1757,-0.0017,0.0548,0.18
23:44:04:196,0.0640,0.0229,-0.0169,0.07
23:44:04:202,0.0778,0.3027,0.0164,0.31
23:44:04:207,0.0629,0.1768,0.0021,0.19
23:44:04:221,0.0529,0.1277,-0.0312,0.14
23:44:04:240,-0.0233,0.0069,-0.0024,0.02
23:44:04:258,0.1234,0.0909,0.0505,0.16
23:44:04:268,0.6047,-0.0763,0.1478,0.63
23:44:04:273,0.3904,-0.0044,0.0754,0.40
23:44:04:277,0.3634,-0.0137,-0.1294,0.39
23:44:04:295,0.3275,-0.0327,0.0094,0.33
23:44:04:317,0.1364,-0.0454,-0.0432,0.15
23:44:04:335,0.2370,-0.0419,-0.0040,0.24
23:44:04:349,0.1461,0.0761,-0.0081,0.16
23:44:04:349,0.0927,-0.0719,-0.0887,0.15
23:44:04:369,0.0728,-0.1701,-0.0930,0.21
23:44:04:382,0.0238,0.0370,-0.0201,0.05
23:44:04:382,-0.0001,0.0556,-0.0341,0.07
23:44:04:387,0.0750,-0.0551,-0.0141,0.09
23:44:04:392,0.0459,-0.0689,-0.0473,0.10
23:44:04:402,0.0219,-0.2251,-0.0041,0.23
23:44:04:402,-0.0636,-0.3564,-0.0373,0.36
23:44:04:408,-0.0963,-0.4485,-0.0845,0.47
23:44:04:420,-0.1095,-0.4164,0.0017,0.43
23:44:04:439,-0.1116,-0.0389,-0.1162,0.17
23:44:04:458,-0.0520,-0.6571,-0.0095,0.66
23:44:04:475,-0.2253,-0.4855,-0.0654,0.54
23:44:04:492,-0.0264,-0.3142,-0.0447,0.32
23:44:04:514,-0.1032,-0.3927,-0.0570,0.41
23:44:04:515,-0.1641,-0.3847,-0.0613,0.42
23:44:04:525,-0.1689,-0.2711,-0.1072,0.34
23:44:04:525,-0.1866,-0.3495,-0.0540,0.40
23:44:04:528,-0.2420,-0.5128,-0.0393,0.57
23:44:04:533,-0.2733,-0.5514,-0.0580,0.62
23:44:04:539,-0.2378,-0.6276,-0.0718,0.67
23:44:04:544,-0.2216,-0.5986,-0.0569,0.64
23:44:04:561,-0.2199,-0.5653,-0.0469,0.61
23:44:04:580,-0.1903,-0.4157,0.0214,0.46
23:44:04:590,0.0373,-0.4910,-0.0431,0.49
23:44:04:591,0.0418,-0.5439,-0.0522,0.55
23:44:04:610,0.0554,-0.3409,-0.0944,0.36
23:44:04:621,0.0452,-0.3411,-0.0405,0.35
23:44:04:623,0.1113,-0.4618,-0.0924,0.48
23:44:04:637,0.1953,-0.5304,-0.0819,0.57
23:44:04:644,0.1899,-0.4324,-0.0853,0.48
23:44:04:655,0.0887,-0.3149,-0.0229,0.33
23:44:04:656,0.0309,-0.3407,-0.1034,0.36
23:44:04:659,-0.0501,-0.3379,-0.0171,0.34
23:44:04:673,-0.1684,-0.4348,-0.0597,0.47
23:44:04:690,-0.2257,-0.3490,0.0083,0.42
23:44:04:705,-0.1588,-0.3692,-0.0287,0.40
23:44:04:721,-0.3227,-0.5546,-0.0128,0.64
23:44:04:737,-0.2389,-0.1303,-0.0595,0.28
23:44:04:757,0.0542,-0.0208,-0.0676,0.09
23:44:04:777,0.0515,-0.2198,-0.0329,0.23
23:44:04:791,0.2401,-0.2821,-0.0795,0.38
23:44:04:792,0.2429,-0.0614,0.0066,0.25
23:44:04:792,0.1886,-0.0610,-0.0884,0.22
23:44:04:803,0.0873,-0.0176,-0.0545,0.10
23:44:04:804,0.0295,0.0158,-0.0113,0.04
23:44:04:810,-0.1744,-0.3053,-0.0201,0.35
23:44:04:822,-0.1635,-0.1461,-0.0769,0.23
23:44:04:823,-0.2951,-0.2066,0.0092,0.36
23:44:04:825,-0.2595,-0.2048,-0.0906,0.34
23:44:04:839,-0.2051,-0.1509,-0.0091,0.25
23:44:04:858,0.0396,0.0405,-0.0702,0.09
23:44:04:875,0.0513,0.0162,-0.0545,0.08
23:44:04:890,0.0113,-0.1175,-0.0585,0.13
23:44:04:904,-0.0585,-0.1798,-0.0483,0.20
23:44:04:905,0.0132,-0.1261,0.0186,0.13
23:44:04:906,0.0462,-0.0490,-0.0813,0.11
23:44:04:920,0.0313,-0.1992,-0.0477,0.21
23:44:04:922,0.0120,-0.2640,-0.0093,0.26
23:44:04:926,0.0213,-0.1620,-0.0424,0.17
23:44:04:938,0.0115,-0.0988,-0.0231,0.10
23:44:04:956,-0.1057,-0.2291,-0.0513,0.26
23:44:04:963,-0.0982,-0.3926,-0.0178,0.41
23:44:04:977,-0.0214,-0.3228,-0.0984,0.34
23:44:04:999,-0.1769,-0.3296,-0.1692,0.41
23:44:05:015,-0.1245,-0.1116,-0.0302,0.17
23:44:05:030,-0.1305,-0.1651,-0.0156,0.21
23:44:05:040,0.0270,-0.0962,-0.0970,0.14
23:44:05:052,0.1124,-0.2616,0.0653,0.29
23:44:05:060,0.0382,-0.4159,-0.0494,0.42
23:44:05:075,-0.0951,-0.4361,0.0223,0.45
23:44:05:086,-0.1678,-0.5810,-0.0062,0.60
23:44:05:086,-0.1901,-0.5667,-0.0204,0.60
23:44:05:090,-0.1459,-0.5760,0.0130,0.59
23:44:05:105,-0.1590,-0.4478,0.0319,0.48
23:44:05:110,-0.2174,-0.3273,-0.0208,0.39
23:44:05:121,-0.2726,-0.2628,0.0458,0.38
23:44:05:121,-0.2750,-0.3318,0.0217,0.43
23:44:05:125,-0.3440,-0.2910,-0.0165,0.45
23:44:05:143,-0.2984,-0.3502,0.0407,0.46
23:44:05:160,-0.2344,-0.4453,-0.0169,0.50
23:44:05:166,-0.2339,-0.2235,0.0063,0.32
23:44:05:171,-0.1797,-0.2217,0.0157,0.29
23:44:05:176,-0.1354,-0.2863,0.0346,0.32
23:44:05:190,-0.0725,-0.2887,0.0058,0.30
23:44:05:213,-0.0601,-0.1586,0.0341,0.17
23:44:05:221,-0.0118,-0.2513,0.0237,0.25
23:44:05:226,-0.0593,-0.2539,0.0282,0.26
23:44:05:238,-0.0824,-0.2755,-0.0052,0.29
23:44:05:239,-0.1341,-0.3349,0.0376,0.36
23:44:05:241,-0.1093,-0.1516,0.0325,0.19
23:44:05:258,0.0530,0.2249,0.0085,0.23
23:44:05:279,0.0330,0.1800,-0.0164,0.18
23:44:05:291,0.0467,0.2037,0.0254,0.21
23:44:05:292,0.0270,0.1831,-0.0603,0.19
23:44:05:304,0.0312,0.1849,-0.0034,0.19
23:44:05:311,0.0348,0.1757,0.0390,0.18
23:44:05:321,0.0392,0.1743,0.0244,0.18
23:44:05:322,0.0293,0.1729,0.0384,0.18
23:44:05:326,0.0338,0.1620,0.0191,0.17
23:44:05:339,0.0381,0.1749,0.0285,0.18
23:44:05:358,0.0322,0.1614,0.0231,0.17
23:44:05:375,0.0305,0.1608,0.0271,0.17
23:44:05:393,0.0297,0.1522,0.0217,0.16
23:44:05:408,0.0288,0.1486,0.0164,0.15
23:44:05:408,0.0285,0.1570,0.0352,0.16
23:44:05:409,0.0282,0.1463,0.0302,0.15
23:44:05:422,0.0327,0.1451,0.0299,0.15
23:44:05:422,0.0324,0.1582,0.0249,0.16
23:44:05:423,0.0367,0.1427,0.0295,0.15
23:44:05:438,0.0266,0.1452,0.0243,0.15
23:44:05:457,0.0305,0.1465,0.0285,0.15
23:44:05:463,0.0295,0.1432,0.0277,0.15
23:44:05:476,0.0245,0.1421,0.0369,0.15
23:44:05:477,0.0385,0.1409,0.0319,0.15
23:44:05:477,0.0191,0.1398,0.0316,0.14
23:44:05:495,0.0379,0.1387,0.0219,0.15
23:44:05:512,0.0274,0.1261,0.0259,0.13
23:44:05:531,0.0216,0.1268,0.0251,0.13
23:44:05:538,0.0206,0.1276,0.0338,0.13
23:44:05:543,0.0204,0.1218,0.0335,0.13
23:44:05:561,0.0249,0.1208,0.0332,0.13
23:44:05:568,0.0238,0.1267,0.0322,0.13
23:44:05:572,0.0140,0.1162,0.0414,0.12
23:44:05:578,0.0186,0.1057,0.0315,0.11
23:44:05:588,0.0090,0.1191,0.0360,0.12
23:44:05:589,0.0231,0.1229,0.0310,0.13
23:44:05:593,0.0324,0.1077,0.0165,0.11
23:44:05:608,0.0179,0.1163,0.0306,0.12
23:44:05:630,0.0172,0.1185,0.0345,0.12
23:44:05:638,0.0258,0.1001,0.0238,0.11
23:44:05:644,0.0160,0.1135,0.0379,0.12
23:44:05:658,0.0158,0.1079,0.0281,0.11
23:44:05:677,0.0153,0.1007,0.0178,0.10
23:44:05:695,0.0146,0.1021,0.0264,0.11
23:44:05:704,0.0138,0.1086,0.0301,0.11
23:44:05:709,0.0136,0.0983,0.0251,0.10
23:44:05:713,0.0182,0.0928,0.0392,0.10
23:44:05:725,0.0179,0.0920,0.0388,0.10
23:44:05:726,0.0082,0.1008,0.0243,0.10
23:44:05:728,0.0176,0.0858,0.0241,0.09
23:44:05:745,0.0126,0.0946,0.0334,0.10
23:44:05:753,0.0166,0.0918,0.0275,0.10
23:44:05:758,0.0164,0.0958,0.0178,0.10
23:44:05:763,0.0162,0.0904,0.0319,0.10
23:44:05:776,0.0112,0.0801,0.0364,0.09
23:44:05:795,0.0107,0.0782,0.0308,0.08
23:44:05:804,0.0148,0.0757,0.0298,0.08
23:44:05:809,0.0194,0.0846,0.0295,0.09
23:44:05:825,0.0144,0.0792,0.0340,0.09
23:44:05:844,0.0043,0.0770,0.0332,0.08
23:44:05:864,0.0135,0.0751,0.0183,0.08
23:44:05:874,0.0172,0.0771,0.0221,0.08
23:44:05:880,0.0170,0.0765,0.0267,0.08
23:44:05:892,0.0122,0.0758,0.0169,0.08
23:44:05:911,-0.0025,0.0742,0.0259,0.08
23:44:05:929,0.0019,0.0675,0.0204,0.07
23:44:05:943,0.0064,0.0802,0.0389,0.09
23:44:05:943,0.0111,0.0606,0.0243,0.07
23:44:05:944,0.0062,0.0648,0.0146,0.07
23:44:05:956,0.0061,0.0643,0.0145,0.07
23:44:05:957,0.0060,0.0638,0.0192,0.07
23:44:05:959,0.0107,0.0680,0.0142,0.07
23:44:05:968,0.0153,0.0675,0.0284,0.07
23:44:05:986,0.0056,0.0713,0.0090,0.07
23:44:06:004,0.0052,0.0508,0.0087,0.05
23:44:06:009,0.0049,0.0586,0.0176,0.06
23:44:06:023,0.0143,0.0629,0.0269,0.07
23:44:06:024,0.0142,0.0577,0.0220,0.06
23:44:06:024,-0.0003,0.0573,0.0265,0.06
23:44:06:029,0.0092,0.0569,0.0168,0.06
23:44:06:042,-0.0004,0.0565,0.0167,0.06
23:44:06:042,0.0138,0.0608,0.0165,0.06
23:44:06:044,-0.0054,0.0699,0.0211,0.07
23:44:06:060,0.0088,0.0599,0.0210,0.06
23:44:06:078,0.0038,0.0489,0.0206,0.05
23:44:06:095,-0.0014,0.0524,0.0152,0.05
23:44:06:111,0.0079,0.0512,0.0148,0.05
23:44:06:128,0.0123,0.0499,0.0192,0.05
23:44:06:145,0.0023,0.0531,0.0233,0.06
23:44:06:150,0.0068,0.0471,0.0276,0.05
23:44:06:155,0.0067,0.0420,0.0178,0.05
23:44:06:160,0.0065,0.0513,0.0129,0.05
23:44:06:173,0.0064,0.0509,0.0128,0.05
23:44:06:174,-0.0032,0.0552,0.0127,0.06
23:44:06:175,0.0063,0.0500,0.0269,0.06
23:44:06:199,-0.0034,0.0450,0.0219,0.05
